driver_id,driver_name,age,Trips,orders_delivered,avg_missing_items,total_missing_items,total_delivered_items,total_items,missing_ratio,avg_order_amount,orders_with_missing,problem_order_ratio
WDID10138,Rhonda Keller,19,43,7,0.0,0,60,60,0.0,363.05714285714294,0,0.0
WDID10139,Kelly Hughes DDS,19,66,7,0.0,0,63,63,0.0,350.2057142857143,0,0.0
WDID10140,Donald Stuart,19,71,7,0.0,0,75,75,0.0,294.59142857142854,0,0.0
WDID10141,Christine Bauer,19,48,7,0.0,0,56,56,0.0,306.2628571428572,0,0.0
WDID10142,Shawn Young,19,74,7,0.0,0,63,63,0.0,303.0257142857143,0,0.0
WDID10143,Deanna Golden,19,77,7,0.0,0,66,66,0.0,292.7885714285715,0,0.0
WDID10144,Laura Smith,19,11,7,0.0,0,57,57,0.0,252.77714285714288,0,0.0
WDID10145,James Green,19,27,7,0.0,0,80,80,0.0,212.03428571428572,0,0.0
WDID10146,Melanie Henderson,19,22,7,0.0,0,62,62,0.0,224.91,0,0.0
WDID10147,Matthew Brown,19,39,7,0.0,0,64,64,0.0,182.5071428571428,0,0.0
WDID10148,Claudia King,19,44,7,0.0,0,66,66,0.0,204.46857142857144,0,0.0
WDID10149,Betty Smith,19,49,7,0.0,0,92,92,0.0,192.91428571428574,0,0.0
WDID10150,Heidi Meyer,19,49,7,0.0,0,47,47,0.0,171.51,0,0.0
WDID10151,Adam Brown,19,70,7,0.0,0,84,84,0.0,286.1171428571428,0,0.0
WDID10152,Samantha Carey,19,51,7,0.0,0,50,50,0.0,215.93,0,0.0
WDID10153,Samuel Glover,19,71,7,0.0,0,75,75,0.0,199.08571428571432,0,0.0
WDID10154,Gerald Pollard,19,38,7,0.0,0,85,85,0.0,221.1442857142857,0,0.0
WDID10155,Mr. Thomas Anderson,19,54,7,0.0,0,71,71,0.0,147.07285714285717,0,0.0
WDID10156,David Hernandez,19,31,7,0.0,0,81,81,0.0,201.71857142857144,0,0.0
WDID10157,Leonard Nelson,19,35,7,0.0,0,74,74,0.0,323.1771428571428,0,0.0
WDID10158,James Rivera,19,26,7,0.0,0,55,55,0.0,293.1985714285714,0,0.0
WDID10159,Monique Jackson,19,76,7,0.0,0,70,70,0.0,247.43857142857146,0,0.0
WDID10160,John Morris,19,70,7,0.0,0,88,88,0.0,401.06857142857143,0,0.0
WDID10161,Rebecca Harmon,19,23,7,0.0,0,82,82,0.0,358.2671428571429,0,0.0
WDID10162,Rebecca Myers,19,66,7,0.0,0,85,85,0.0,349.7642857142858,0,0.0
WDID10163,George Padilla,19,26,7,0.0,0,69,69,0.0,318.6014285714286,0,0.0
WDID10164,Cynthia Park,19,49,7,0.0,0,80,80,0.0,343.56714285714287,0,0.0
WDID10165,Tyler Mason,19,42,7,0.0,0,79,79,0.0,328.43857142857144,0,0.0
WDID10166,Paul Diaz,19,40,7,0.0,0,49,49,0.0,255.12142857142857,0,0.0
WDID10167,Patricia Villarreal,19,49,7,0.0,0,84,84,0.0,301.59857142857146,0,0.0
WDID10168,Hector Collins,19,50,7,0.0,0,28,28,0.0,273.29714285714283,0,0.0
WDID10169,David Durham,19,72,7,0.0,0,76,76,0.0,195.30714285714288,0,0.0
WDID10170,Lisa Frank,19,33,7,0.0,0,54,54,0.0,234.9442857142857,0,0.0
WDID10171,Derek Colon,19,33,7,0.0,0,73,73,0.0,210.09999999999997,0,0.0
WDID10172,Jennifer Diaz,19,28,7,0.0,0,57,57,0.0,272.0228571428571,0,0.0
WDID10173,Keith Perez,19,39,7,0.0,0,62,62,0.0,310.94428571428574,0,0.0
WDID10174,Kelly Bray,19,11,7,0.0,0,70,70,0.0,237.53714285714287,0,0.0
WDID10175,Rebecca Newton,19,15,7,0.0,0,35,35,0.0,288.72285714285715,0,0.0
WDID10176,Jordan Guerrero,19,39,7,0.0,0,62,62,0.0,264.9042857142857,0,0.0
WDID10177,Samantha Francis,20,62,7,0.0,0,66,66,0.0,266.9271428571429,0,0.0
WDID10178,Misty Castro,20,17,7,0.0,0,44,44,0.0,213.48714285714286,0,0.0
WDID10179,Jessica Beck,20,63,7,0.0,0,75,75,0.0,211.25285714285715,0,0.0
WDID10180,Debbie Gross,20,60,7,0.0,0,40,40,0.0,203.93428571428572,0,0.0
WDID10181,Michael Riley,20,71,7,0.0,0,56,56,0.0,213.51000000000002,0,0.0
WDID10182,Jeremy Owens,20,74,7,0.0,0,49,49,0.0,192.97857142857146,0,0.0
WDID10183,Dawn Smith,20,12,7,0.0,0,106,106,0.0,213.41285714285715,0,0.0
WDID10184,Kelly Saunders,20,67,7,0.0,0,59,59,0.0,299.97285714285715,0,0.0
WDID10185,Lisa Camacho,20,20,7,0.0,0,80,80,0.0,325.1557142857143,0,0.0
WDID10186,Latoya Austin,20,47,7,0.0,0,65,65,0.0,284.8514285714285,0,0.0
WDID10187,Lauren Stevens,20,29,7,0.0,0,36,36,0.0,287.34,0,0.0
WDID10188,Leslie White,20,19,7,0.0,0,49,49,0.0,267.0357142857143,0,0.0
WDID10189,Brenda Cooper,20,23,7,0.0,0,62,62,0.0,352.26142857142855,0,0.0
WDID10190,Kara Hall,20,41,7,0.0,0,64,64,0.0,374.50714285714287,0,0.0
WDID10191,Heather Robinson,20,20,7,0.0,0,92,92,0.0,307.35857142857145,0,0.0
WDID10192,Michelle Griffin,20,23,7,0.0,0,84,84,0.0,272.2842857142858,0,0.0
WDID10193,Shawn Riley,20,32,7,0.0,0,67,67,0.0,370.87571428571425,0,0.0
WDID10194,Emily Gonzales,20,51,7,0.0,0,80,80,0.0,341.0957142857142,0,0.0
WDID10195,Jimmy Baldwin,20,38,7,0.0,0,73,73,0.0,306.6985714285714,0,0.0
WDID10196,Brian Anderson,20,39,7,0.0,0,54,54,0.0,431.09857142857146,0,0.0
WDID10197,Jacob Soto,20,56,7,0.0,0,58,58,0.0,288.89142857142855,0,0.0
WDID10198,Samuel Walton,20,58,7,0.0,0,66,66,0.0,283.9842857142857,0,0.0
WDID10199,Sophia Wilson,20,78,7,0.0,0,64,64,0.0,236.00285714285715,0,0.0
WDID10200,Michelle Johnson,20,46,7,0.0,0,91,91,0.0,297.8857142857143,0,0.0
WDID10201,Frank Ruiz,20,11,7,0.0,0,80,80,0.0,263.9142857142857,0,0.0
WDID10202,Rebecca Peterson,20,29,7,0.0,0,75,75,0.0,425.55,0,0.0
WDID10203,Kyle Peterson,20,34,7,0.0,0,65,65,0.0,374.7457142857143,0,0.0
WDID10204,Katie Shields,20,36,7,0.0,0,73,73,0.0,265.52714285714285,0,0.0
WDID10205,Jeffrey Tyler,20,57,7,0.0,0,71,71,0.0,265.9614285714286,0,0.0
WDID10206,Maria Gamble,20,76,7,0.0,0,59,59,0.0,261.7714285714286,0,0.0
WDID10207,Matthew Thompson,20,59,7,0.0,0,81,81,0.0,212.2942857142857,0,0.0
WDID10208,Evelyn Martinez,20,23,7,0.0,0,74,74,0.0,225.78714285714287,0,0.0
WDID10209,Vicki Whitaker,20,53,7,0.0,0,48,48,0.0,189.99285714285716,0,0.0
WDID10210,Yesenia Howard MD,20,69,7,0.0,0,68,68,0.0,236.67571428571432,0,0.0
WDID10211,Katelyn Walker,20,69,7,0.0,0,67,67,0.0,220.69428571428574,0,0.0
WDID10212,Todd Livingston,20,13,7,0.0,0,60,60,0.0,265.4157142857143,0,0.0
WDID10213,Marcus Rodriguez,20,77,7,0.0,0,76,76,0.0,301.81,0,0.0
WDID10214,Kelly Benjamin,20,34,7,0.0,0,76,76,0.0,293.13,0,0.0
WDID10215,Michael Ford,20,17,7,0.0,0,70,70,0.0,340.61428571428576,0,0.0
WDID10216,Nicole Freeman,20,45,11,0.45454545454545453,5,124,129,0.03875968992248062,363.7109090909091,4,0.36363636363636365
WDID10217,Christopher Cooper,20,69,11,0.45454545454545453,5,114,119,0.04201680672268908,296.6054545454545,4,0.36363636363636365
WDID10218,Shelly Sweeney,20,42,11,0.45454545454545453,5,97,102,0.049019607843137254,369.13909090909095,4,0.36363636363636365
WDID10219,Justin Robinson,20,54,11,0.45454545454545453,5,127,132,0.03787878787878788,263.39,4,0.36363636363636365
WDID10220,Crystal Harris,20,55,11,0.45454545454545453,5,100,105,0.047619047619047616,356.47636363636366,4,0.36363636363636365
WDID10221,Michael Baxter,20,42,11,0.45454545454545453,5,120,125,0.04,265.64454545454544,4,0.36363636363636365
WDID10222,Daniel Hall,20,40,11,0.45454545454545453,5,66,71,0.07042253521126761,261.77,4,0.36363636363636365
WDID10223,Scott Bell,20,24,11,0.45454545454545453,5,99,104,0.04807692307692308,268.9827272727273,4,0.36363636363636365
WDID10224,Anthony Mitchell,20,25,11,0.45454545454545453,5,112,117,0.042735042735042736,393.53909090909093,4,0.36363636363636365
WDID10225,Mary Miller,20,49,11,0.45454545454545453,5,88,93,0.053763440860215055,291.74545454545455,4,0.36363636363636365
WDID10226,Sherri Allen,20,43,11,0.45454545454545453,5,102,107,0.04672897196261682,271.48454545454547,4,0.36363636363636365
WDID10227,David Williams,20,47,11,0.45454545454545453,5,117,122,0.040983606557377046,297.25909090909096,4,0.36363636363636365
WDID10228,Lindsey Nash,20,63,11,0.45454545454545453,5,134,139,0.03597122302158273,330.42727272727274,4,0.36363636363636365
WDID10229,Jason Hoover,20,78,7,0.0,0,44,44,0.0,214.81857142857143,0,0.0
WDID10230,Nicole Grimes,20,68,7,0.0,0,79,79,0.0,238.59714285714287,0,0.0
WDID10231,Emily Tyler,20,53,7,0.0,0,94,94,0.0,268.5542857142857,0,0.0
WDID10232,Sarah Mccormick,20,16,7,0.0,0,82,82,0.0,180.7428571428571,0,0.0
WDID10233,Kathy Pope,20,36,7,0.0,0,89,89,0.0,255.58714285714285,0,0.0
WDID10234,Melinda Parker,20,52,7,0.0,0,79,79,0.0,236.7414285714286,0,0.0
WDID10235,Michelle Rojas,20,42,7,0.0,0,71,71,0.0,219.71428571428572,0,0.0
WDID10236,Katherine Howard,20,13,7,0.0,0,95,95,0.0,293.7485714285714,0,0.0
WDID10237,Alicia Day,20,73,7,0.0,0,54,54,0.0,291.59714285714284,0,0.0
WDID10238,Beverly Bennett,20,15,7,0.0,0,58,58,0.0,327.3585714285714,0,0.0
WDID10239,Rachel Miller,21,70,7,0.0,0,34,34,0.0,275.3442857142857,0,0.0
WDID10240,Debra Tyler,21,71,7,0.0,0,57,57,0.0,262.13,0,0.0
WDID10241,Mathew Ward,21,21,7,0.0,0,71,71,0.0,207.04999999999998,0,0.0
WDID10242,Rebekah Campbell,21,78,7,0.0,0,80,80,0.0,191.12714285714284,0,0.0
WDID10243,Sandra Shannon,21,38,7,0.0,0,63,63,0.0,219.48857142857148,0,0.0
WDID10244,David Cisneros,21,70,7,0.0,0,84,84,0.0,354.2914285714286,0,0.0
WDID10245,William Ballard,21,46,11,0.45454545454545453,5,79,84,0.05952380952380952,310.6963636363637,4,0.36363636363636365
WDID10246,Samantha Burns,21,63,11,0.45454545454545453,5,143,148,0.033783783783783786,369.54181818181814,4,0.36363636363636365
WDID10247,Sandra Ochoa,21,76,11,0.45454545454545453,5,105,110,0.045454545454545456,324.18181818181813,4,0.36363636363636365
WDID10248,Victoria Adams,21,61,11,0.45454545454545453,5,121,126,0.03968253968253968,342.1990909090909,4,0.36363636363636365
WDID10249,Michael Martin,21,78,11,0.45454545454545453,5,104,109,0.045871559633027525,322.44,4,0.36363636363636365
WDID10250,Jared Campos,21,24,11,0.45454545454545453,5,101,106,0.04716981132075472,255.95636363636365,4,0.36363636363636365
WDID10251,Jennifer Solis,21,63,11,0.45454545454545453,5,106,111,0.04504504504504504,215.0272727272727,4,0.36363636363636365
WDID10252,Timothy Humphrey,21,39,11,0.45454545454545453,5,94,99,0.050505050505050504,203.9772727272727,4,0.36363636363636365
WDID10253,Kenneth Hess,21,53,11,0.45454545454545453,5,103,108,0.046296296296296294,254.4354545454545,4,0.36363636363636365
WDID10254,Sylvia Reed,21,33,11,0.45454545454545453,5,115,120,0.041666666666666664,315.07909090909095,4,0.36363636363636365
WDID10255,Matthew Miller,21,20,11,0.45454545454545453,5,99,104,0.04807692307692308,281.90999999999997,4,0.36363636363636365
WDID10256,Jennifer Brown,21,61,11,0.45454545454545453,5,141,146,0.03424657534246575,294.01545454545453,4,0.36363636363636365
WDID10257,Paul Lyons,21,29,11,0.45454545454545453,5,117,122,0.040983606557377046,375.13000000000005,4,0.36363636363636365
WDID10258,Christopher Williams,21,33,11,0.45454545454545453,5,107,112,0.044642857142857144,279.1581818181818,4,0.36363636363636365
WDID10259,James Jones,21,26,7,0.0,0,72,72,0.0,245.28,0,0.0
WDID10260,Eric Morse,21,20,7,0.0,0,57,57,0.0,209.21857142857144,0,0.0
WDID10261,Shannon Juarez,21,50,7,0.0,0,77,77,0.0,272.78000000000003,0,0.0
WDID10262,Alyssa Higgins,21,14,7,0.0,0,82,82,0.0,261.56142857142856,0,0.0
WDID10263,Dr. Matthew Hines,21,31,7,0.0,0,67,67,0.0,338.0971428571429,0,0.0
WDID10264,Brian Adams,21,47,7,0.0,0,73,73,0.0,268.19714285714286,0,0.0
WDID10265,Robert Nixon,21,23,7,0.0,0,70,70,0.0,283.1114285714286,0,0.0
WDID10266,Laurie Cameron,21,36,7,0.0,0,55,55,0.0,219.74714285714285,0,0.0
WDID10267,Miss Christina Friedman,21,53,7,0.0,0,51,51,0.0,268.31857142857143,0,0.0
WDID10268,Samuel Baker,21,20,7,0.0,0,59,59,0.0,288.07428571428574,0,0.0
WDID10269,Leslie Leonard,21,13,7,0.0,0,72,72,0.0,230.51142857142855,0,0.0
WDID10270,Katherine Lowe,21,35,7,0.0,0,77,77,0.0,202.10714285714286,0,0.0
WDID10271,Christopher Valentine,21,21,7,0.0,0,53,53,0.0,292.87,0,0.0
WDID10272,Jerry Norris,21,70,7,0.0,0,78,78,0.0,278.3514285714286,0,0.0
WDID10273,Robert Johnson,21,23,7,0.0,0,61,61,0.0,265.59714285714284,0,0.0
WDID10274,Ryan Hill,21,35,7,0.0,0,53,53,0.0,224.72714285714287,0,0.0
WDID10275,Eric Koch,21,70,7,0.0,0,74,74,0.0,199.19428571428574,0,0.0
WDID10276,Perry Silva,21,34,7,0.0,0,96,96,0.0,291.00714285714287,0,0.0
WDID10277,Sarah Ferguson,21,21,7,0.0,0,94,94,0.0,247.22000000000003,0,0.0
WDID10278,Veronica Conley,21,51,7,0.0,0,61,61,0.0,280.4514285714286,0,0.0
WDID10279,Caitlin Smith,21,46,7,0.0,0,72,72,0.0,207.20428571428573,0,0.0
WDID10280,Jaclyn Martin,21,67,7,0.0,0,53,53,0.0,191.08571428571426,0,0.0
WDID10281,Seth Martinez,21,51,7,0.0,0,77,77,0.0,202.5457142857143,0,0.0
WDID10282,Brittany Morgan,19,76,7,0.0,0,77,77,0.0,310.4985714285714,0,0.0
WDID10283,Mark Mason,21,11,7,0.0,0,70,70,0.0,359.6928571428571,0,0.0
WDID10284,Kyle Davis,21,54,7,0.0,0,54,54,0.0,206.33999999999997,0,0.0
WDID10285,Jason Lee,21,40,7,0.0,0,92,92,0.0,205.79285714285714,0,0.0
WDID10286,Jasmine Smith,21,74,7,0.0,0,54,54,0.0,286.69571428571425,0,0.0
WDID10287,Amber Murray,21,39,7,0.0,0,72,72,0.0,248.1442857142857,0,0.0
WDID10288,James Moran,21,50,7,0.0,0,88,88,0.0,332.13,0,0.0
WDID10289,Darrell Mcmillan,21,63,7,0.0,0,61,61,0.0,351.0857142857143,0,0.0
WDID10290,Sandra Lane,21,45,7,0.0,0,62,62,0.0,322.8771428571428,0,0.0
WDID10291,Rachel Bautista,21,74,7,0.0,0,57,57,0.0,329.58714285714285,0,0.0
WDID10292,Jerry Kirk,21,58,7,0.0,0,79,79,0.0,329.34857142857146,0,0.0
WDID10293,Rebecca Hall MD,21,64,7,0.0,0,68,68,0.0,276.6742857142857,0,0.0
WDID10294,Elizabeth Cox,21,70,7,0.0,0,73,73,0.0,353.0142857142858,0,0.0
WDID10295,Sean Johnson,21,66,7,0.0,0,65,65,0.0,252.62714285714284,0,0.0
WDID10296,Toni Obrien,22,50,7,0.0,0,49,49,0.0,198.90714285714287,0,0.0
WDID10297,Anthony Thomas,22,65,7,0.0,0,71,71,0.0,266.34285714285716,0,0.0
WDID10298,Stephanie Archer,22,14,7,0.0,0,55,55,0.0,349.8342857142857,0,0.0
WDID10299,Amber Anderson,22,20,7,0.0,0,44,44,0.0,312.4271428571429,0,0.0
WDID10300,Elizabeth Rivera,22,22,7,0.0,0,94,94,0.0,305.38142857142856,0,0.0
WDID10301,Steven Harris,22,52,7,0.0,0,56,56,0.0,255.0157142857143,0,0.0
WDID10302,James Stephenson,22,34,7,0.0,0,83,83,0.0,285.0157142857143,0,0.0
WDID10303,Mary Gutierrez,22,67,7,0.0,0,77,77,0.0,278.8857142857143,0,0.0
WDID10304,Wayne Valenzuela,22,23,7,0.0,0,69,69,0.0,443.3971428571428,0,0.0
WDID10305,Charles Fields,22,77,7,0.0,0,67,67,0.0,301.4057142857143,0,0.0
WDID10306,Jacob Rivera,22,23,7,0.0,0,66,66,0.0,270.87714285714287,0,0.0
WDID10307,Russell Lewis,22,72,7,0.0,0,46,46,0.0,267.9214285714286,0,0.0
WDID10308,Brian Williams,19,39,7,0.0,0,97,97,0.0,250.89857142857144,0,0.0
WDID10309,Jessica Acosta,22,12,11,0.45454545454545453,5,99,104,0.04807692307692308,295.15454545454537,4,0.36363636363636365
WDID10310,Teresa Trujillo,22,50,11,0.45454545454545453,5,125,130,0.038461538461538464,227.32545454545453,4,0.36363636363636365
WDID10311,Caleb Martinez,22,57,11,0.45454545454545453,5,116,121,0.04132231404958678,253.53727272727272,4,0.36363636363636365
WDID10312,Toni Carter DDS,22,68,11,0.45454545454545453,5,93,98,0.05102040816326531,253.94000000000003,4,0.36363636363636365
WDID10313,Nathan Price,22,29,11,0.45454545454545453,5,153,158,0.03164556962025317,369.04636363636365,4,0.36363636363636365
WDID10314,Joshua Barrett,22,38,11,0.45454545454545453,5,113,118,0.0423728813559322,278.5427272727273,4,0.36363636363636365
WDID10315,Courtney Smith,22,60,11,0.45454545454545453,5,101,106,0.04716981132075472,259.50181818181824,4,0.36363636363636365
WDID10316,Jasmine Higgins,22,39,11,0.45454545454545453,5,107,112,0.044642857142857144,283.1027272727273,4,0.36363636363636365
WDID10317,Stephen Walls,22,11,11,0.45454545454545453,5,103,108,0.046296296296296294,269.68,4,0.36363636363636365
WDID10318,Jason Young,22,16,11,0.45454545454545453,5,79,84,0.05952380952380952,363.140909090909,4,0.36363636363636365
WDID10319,Cynthia Thomas,22,40,11,0.45454545454545453,5,106,111,0.04504504504504504,287.5127272727273,4,0.36363636363636365
WDID10320,Amanda Bennett,22,21,11,0.45454545454545453,5,132,137,0.0364963503649635,267.6645454545454,4,0.36363636363636365
WDID10321,Crystal Ellis,22,21,11,0.45454545454545453,5,108,113,0.04424778761061947,243.58818181818185,4,0.36363636363636365
WDID10322,Dana Ferguson,22,40,11,0.45454545454545453,5,62,67,0.07462686567164178,231.97909090909087,4,0.36363636363636365
WDID10323,Edward Moore,22,19,11,0.45454545454545453,5,125,130,0.038461538461538464,305.01363636363635,4,0.36363636363636365
WDID10324,Glenda Johnson,22,40,11,0.45454545454545453,5,113,118,0.0423728813559322,332.22545454545457,4,0.36363636363636365
WDID10325,Kimberly Townsend,22,54,11,0.45454545454545453,5,139,144,0.034722222222222224,273.96181818181816,4,0.36363636363636365
WDID10326,Brittany Daniel,22,41,11,0.45454545454545453,5,116,121,0.04132231404958678,392.4472727272727,4,0.36363636363636365
WDID10327,Cindy Mahoney,22,65,7,0.0,0,75,75,0.0,338.2171428571429,0,0.0
WDID10328,Dennis Forbes,22,24,7,0.0,0,74,74,0.0,321.3514285714286,0,0.0
WDID10329,Juan Melendez,22,25,7,0.0,0,67,67,0.0,287.99285714285713,0,0.0
WDID10330,Cindy King,22,28,7,0.0,0,66,66,0.0,387.49857142857144,0,0.0
WDID10331,Julia Cunningham,22,74,7,0.0,0,80,80,0.0,263.66571428571433,0,0.0
WDID10332,Brittney King MD,22,67,7,0.0,0,54,54,0.0,270.2114285714286,0,0.0
WDID10333,Jose Solomon,23,76,7,0.0,0,87,87,0.0,277.1928571428571,0,0.0
WDID10334,Amber Robinson,23,36,7,0.0,0,71,71,0.0,303.01142857142855,0,0.0
WDID10335,William Alexander,23,60,7,0.0,0,106,106,0.0,249.32999999999998,0,0.0
WDID10336,Kevin Anderson,23,28,7,0.0,0,65,65,0.0,230.94428571428574,0,0.0
WDID10337,Cynthia Mckinney,23,11,7,0.0,0,71,71,0.0,236.84714285714287,0,0.0
WDID10338,George Morgan,23,74,7,0.0,0,61,61,0.0,236.5,0,0.0
WDID10339,Daniel Wolf,23,38,7,0.0,0,52,52,0.0,229.0442857142857,0,0.0
WDID10340,Jennifer Chen,23,75,7,0.0,0,64,64,0.0,217.43142857142857,0,0.0
WDID10341,Michael Kim,23,65,7,0.0,0,55,55,0.0,235.33999999999997,0,0.0
WDID10342,Matthew Morgan PhD,23,15,7,0.0,0,82,82,0.0,219.86142857142858,0,0.0
WDID10343,Jose Williams,23,24,7,0.0,0,76,76,0.0,248.25571428571428,0,0.0
WDID10344,Jodi Gutierrez,23,59,7,0.0,0,66,66,0.0,245.75571428571428,0,0.0
WDID10345,Tina Schneider,23,62,7,0.0,0,66,66,0.0,180.81571428571428,0,0.0
WDID10346,Laura Johnson,23,41,7,0.0,0,54,54,0.0,187.07,0,0.0
WDID10347,Jennifer Drake,23,22,7,0.0,0,93,93,0.0,220.90571428571428,0,0.0
WDID10348,Phillip Wallace,23,37,7,0.0,0,83,83,0.0,202.17142857142855,0,0.0
WDID10349,David Drake,23,68,7,0.0,0,96,96,0.0,354.31571428571436,0,0.0
WDID10350,James Gates,23,37,7,0.0,0,69,69,0.0,379.57571428571424,0,0.0
WDID10351,Matthew Davis,23,19,7,0.0,0,45,45,0.0,327.8771428571428,0,0.0
WDID10352,David Davis,23,50,7,0.0,0,76,76,0.0,289.45,0,0.0
WDID10353,Mr. Michael Brown,23,58,7,0.0,0,47,47,0.0,306.6157142857143,0,0.0
WDID10354,Allison Davis,23,63,7,0.0,0,79,79,0.0,292.0342857142857,0,0.0
WDID10355,Stacy Blackburn,23,78,11,0.45454545454545453,5,97,102,0.049019607843137254,313.0327272727273,4,0.36363636363636365
WDID10356,Christina Bowers,23,37,11,0.45454545454545453,5,94,99,0.050505050505050504,252.56727272727275,4,0.36363636363636365
WDID10357,Michelle Owen,23,48,11,0.45454545454545453,5,133,138,0.036231884057971016,279.27454545454543,4,0.36363636363636365
WDID10358,Nancy Snyder,23,14,11,0.45454545454545453,5,119,124,0.04032258064516129,277.3418181818182,4,0.36363636363636365
WDID10359,Dustin Wood,23,57,11,0.45454545454545453,5,113,118,0.0423728813559322,394.7445454545455,4,0.36363636363636365
WDID10360,Alyssa Walker,23,40,7,0.0,0,72,72,0.0,316.7085714285714,0,0.0
WDID10361,Jason Allen,23,38,7,0.0,0,67,67,0.0,313.87857142857143,0,0.0
WDID10362,Courtney Castillo,23,35,7,0.0,0,96,96,0.0,249.98,0,0.0
WDID10363,Karen Warner,23,35,7,0.0,0,63,63,0.0,261.39285714285717,0,0.0
WDID10364,Rebecca Robinson,23,29,7,0.0,0,104,104,0.0,375.8057142857143,0,0.0
WDID10365,Carl Blair,23,39,7,0.0,0,65,65,0.0,223.43999999999997,0,0.0
WDID10366,Curtis Suarez,23,59,7,0.0,0,69,69,0.0,279.1942857142857,0,0.0
WDID10367,Benjamin Cordova,23,27,7,0.0,0,61,61,0.0,263.41142857142853,0,0.0
WDID10368,Brenda Palmer,23,61,7,0.0,0,42,42,0.0,280.7757142857143,0,0.0
WDID10369,Christine Smith,23,42,7,0.0,0,59,59,0.0,267.7285714285714,0,0.0
WDID10370,Ann Allen,23,60,7,0.0,0,63,63,0.0,253.81,0,0.0
WDID10371,Joseph Lam,23,17,7,0.0,0,50,50,0.0,293.52571428571434,0,0.0
WDID10372,Erin Martinez,24,28,7,0.0,0,70,70,0.0,217.8414285714286,0,0.0
WDID10373,Tracy Henderson,24,46,7,0.0,0,83,83,0.0,262.82,0,0.0
WDID10374,Jeffery Long,24,77,7,0.0,0,38,38,0.0,217.52142857142854,0,0.0
WDID10375,David Hanson,24,60,7,0.0,0,52,52,0.0,189.0957142857143,0,0.0
WDID10376,Erik Johnson,24,36,7,0.0,0,67,67,0.0,261.7785714285714,0,0.0
WDID10377,Walter Reed,24,41,7,0.0,0,77,77,0.0,280.60857142857145,0,0.0
WDID10378,Natasha Walker,24,33,7,0.0,0,75,75,0.0,288.03285714285715,0,0.0
WDID10379,Cathy Bailey,24,73,7,0.0,0,68,68,0.0,330.0642857142857,0,0.0
WDID10380,Donald Gregory,24,69,7,0.0,0,64,64,0.0,251.14714285714285,0,0.0
WDID10381,Jasmine Savage,24,38,7,0.0,0,64,64,0.0,198.35571428571433,0,0.0
WDID10382,Brandon Garza,24,62,7,0.0,0,71,71,0.0,244.14714285714285,0,0.0
WDID10383,Douglas Young,24,60,7,0.0,0,99,99,0.0,322.3314285714286,0,0.0
WDID10384,Lisa Jackson,24,43,7,0.0,0,71,71,0.0,329.5657142857143,0,0.0
WDID10385,Miss Gabrielle Gray,24,32,7,0.0,0,84,84,0.0,267.06428571428575,0,0.0
WDID10386,Dennis Robinson MD,24,15,11,0.45454545454545453,5,107,112,0.044642857142857144,383.0472727272727,4,0.36363636363636365
WDID10387,Dalton Rogers,24,27,11,0.45454545454545453,5,92,97,0.05154639175257732,314.8145454545455,4,0.36363636363636365
WDID10388,Damon Bailey,24,75,11,0.45454545454545453,5,117,122,0.040983606557377046,272.80090909090904,4,0.36363636363636365
WDID10389,Megan Smith,24,64,11,0.45454545454545453,5,129,134,0.03731343283582089,180.36454545454546,4,0.36363636363636365
WDID10390,Maria Spears,24,15,11,0.45454545454545453,5,96,101,0.04950495049504951,271.6281818181818,4,0.36363636363636365
WDID10391,Richard Hoffman,24,42,7,0.0,0,54,54,0.0,201.88142857142856,0,0.0
WDID10392,Stephen Palmer,24,51,7,0.0,0,64,64,0.0,193.23999999999998,0,0.0
WDID10393,John Mckinney,24,22,7,0.0,0,78,78,0.0,153.16142857142856,0,0.0
WDID10394,Jamie Ramirez,24,13,7,0.0,0,54,54,0.0,159.21285714285713,0,0.0
WDID10395,Jesse Morales DVM,24,49,7,0.0,0,73,73,0.0,223.35,0,0.0
WDID10396,Jennifer Murray,24,54,7,0.0,0,78,78,0.0,242.74428571428572,0,0.0
WDID10397,Shannon Gomez,24,50,7,0.0,0,91,91,0.0,278.9814285714286,0,0.0
WDID10398,Ashley Brown,24,72,7,0.0,0,79,79,0.0,318.95285714285717,0,0.0
WDID10399,Cathy Sanders,24,70,7,0.0,0,44,44,0.0,308.50857142857143,0,0.0
WDID10400,Daniel Wall,24,50,7,0.0,0,79,79,0.0,308.5457142857143,0,0.0
WDID10401,Stephanie Williams,24,27,7,0.0,0,70,70,0.0,291.2357142857143,0,0.0
WDID10402,Dr. Barbara Donovan,25,48,7,0.0,0,93,93,0.0,237.5071428571429,0,0.0
WDID10403,Nathaniel Villa,25,57,7,0.0,0,51,51,0.0,245.50571428571428,0,0.0
WDID10404,Brandon Soto,25,17,7,0.0,0,69,69,0.0,324.7257142857143,0,0.0
WDID10405,Kathleen Manning,25,35,7,0.0,0,49,49,0.0,290.41,0,0.0
WDID10406,Micheal Solomon,25,32,7,0.0,0,76,76,0.0,276.74285714285713,0,0.0
WDID10407,Ashley Lin,25,55,7,0.0,0,73,73,0.0,313.4485714285715,0,0.0
WDID10408,Shawn Short,25,46,7,0.0,0,78,78,0.0,314.43,0,0.0
WDID10409,Kimberly Snyder,25,20,7,0.0,0,71,71,0.0,308.35571428571427,0,0.0
